id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds,home_team,away_team,_home_score,_away_score,_date,match_margin,match_result,home_win,_match_key,home_win_rate_l3,home_win_rate_l5,home_score_for_avg_l3,home_score_for_avg_l5,home_score_against_avg_l3,home_score_against_avg_l5,home_win_streak,home_days_rest,away_win_rate_l3,away_win_rate_l5,away_score_for_avg_l3,away_score_for_avg_l5,away_score_against_avg_l3,away_score_against_avg_l5,away_win_streak,away_days_rest,h2h_home_win_rate,h2h_away_win_rate,h2h_draw_rate,h2h_meetings,form_diff_l3,score_form_diff_l3,form_diff_l5,score_form_diff_l5,feature_version
2017,Collingwood Magpies,SF,2009-09-12,2009,H,Adelaide Crows,1.4 3.5 9.7 12.11,83,6.3 7.7 7.9 11.12,78,W,5,Melbourne Cricket Ground,62184.0,12,11,11,12,Collingwood Magpies,Adelaide Crows,83,78,2009-09-12,5,HOME_WIN,1,2136,0.3333333333333333,0.6,75.0,93.2,78.66666666666667,72.6,0,6.0,0.6666666666666666,0.6,120.33333333333333,102.2,88.0,90.8,2,14.0,0.5454545454545454,0.45454545454545453,0.0,11,-0.3333333333333333,-45.33333333333333,0.0,-9.0,week3_day1_v1
8048,St Kilda Saints,PF,2009-09-18,2009,H,Western Bulldogs,0.2 3.6 7.6 9.6,60,2.5 4.7 6.7 7.11,53,W,7,"Melbourne Cricket Ground
",78245.0,9,6,7,11,St Kilda Saints,Western Bulldogs,60,53,2009-09-18,7,HOME_WIN,1,7443,0.6666666666666666,0.6,84.33333333333333,87.0,61.0,68.4,2,12.0,0.6666666666666666,0.6,94.66666666666667,89.6,85.33333333333333,86.4,0,13.0,0.6111111111111112,0.3888888888888889,0.0,18,0.0,-10.333333333333343,0.0,-2.5999999999999943,week3_day1_v1
3805,Geelong Cats,PF,2009-09-19,2009,H,Collingwood Magpies,3.6 7.7 11.13 17.18,120,2.2 5.8 6.9 6.11,47,W,73,Melbourne Cricket Ground,87258.0,17,18,6,11,Geelong Cats,Collingwood Magpies,120,47,2009-09-19,73,HOME_WIN,1,3806,0.6666666666666666,0.6,95.33333333333333,88.0,82.0,86.0,2,14.0,0.3333333333333333,0.6,70.33333333333333,92.0,86.0,74.6,1,7.0,0.4857142857142857,0.5142857142857142,0.0,35,0.3333333333333333,25.0,0.0,-4.0,week3_day1_v1
8049,St Kilda Saints,GF,2009-09-26,2009,H,Geelong Cats,3.2 7.7 9.11 9.14,68,3.0 7.1 9.4 12.8,80,L,-12,Melbourne Cricket Ground,99251.0,9,14,12,8,St Kilda Saints,Geelong Cats,68,80,2009-09-26,-12,AWAY_WIN,0,7438,1.0,0.6,84.66666666666667,84.2,57.333333333333336,69.2,3,8.0,1.0,0.8,103.33333333333333,99.6,61.0,76.0,3,7.0,0.35135135135135137,0.6486486486486487,0.0,37,0.0,-18.666666666666657,-0.20000000000000007,-15.399999999999991,week3_day1_v1
7452,Richmond Tigers,1,2010-03-25,2010,H,Carlton Blues,4.2 7.6 9.8 9.10,64,7.1 11.1 14.7 18.12,120,L,-56,Melbourne Cricket Ground,72010.0,9,10,18,12,Richmond Tigers,Carlton Blues,64,120,2010-03-25,-56,AWAY_WIN,0,6912,0.0,0.3,57.333333333333336,68.6,133.33333333333334,113.4,0,209.0,0.3333333333333333,0.6,120.33333333333333,115.8,127.66666666666667,102.4,0,201.0,0.32432432432432434,0.6756756756756757,0.0,37,-0.3333333333333333,-62.99999999999999,-0.3,-47.2,week3_day1_v1
3807,Geelong Cats,1,2010-03-26,2010,H,Essendon Bombers,2.5 8.7 11.8 19.11,125,2.3 7.9 11.14 13.16,94,W,31,Melbourne Cricket Ground,57772.0,19,11,13,16,Geelong Cats,Essendon Bombers,125,94,2010-03-26,31,HOME_WIN,1,3809,1.0,0.8,98.66666666666667,97.2,65.66666666666667,72.2,4,181.0,0.6666666666666666,0.5,98.66666666666667,90.2,124.33333333333333,111.0,0,203.0,0.5428571428571428,0.45714285714285713,0.0,35,0.33333333333333337,0.0,0.30000000000000004,7.0,week3_day1_v1
830,Brisbane Lions,1,2010-03-27,2010,H,west coast eagles,2.6 6.10 9.12 16.18,114,4.2 7.6 10.8 12.10,82,W,32,The Gabba,29201.0,16,18,12,10,Brisbane Lions,west coast eagles,114,82,2010-03-27,32,HOME_WIN,1,13827,0.6666666666666666,0.4,91.33333333333333,82.6,101.0,100.0,0,197.0,0.0,0.4,65.33333333333333,80.6,111.66666666666667,100.6,0,700.0,0.5,0.5,0.0,4,0.6666666666666666,26.0,0.0,2.0,week3_day1_v1
6269,Melbourne Demons,1,2010-03-27,2010,H,Hawthorn Hawks,0.3 1.6 4.9 8.13,61,6.3 10.8 15.14 17.15,117,L,-56,Melbourne Cricket Ground,45615.0,8,13,17,15,Melbourne Demons,Hawthorn Hawks,61,117,2010-03-27,-56,AWAY_WIN,0,5914,0.3333333333333333,0.2,96.66666666666667,86.6,110.33333333333333,108.0,0,209.0,0.0,0.0,71.66666666666667,83.2,94.66666666666667,100.8,0,210.0,0.2926829268292683,0.7073170731707317,0.0,41,0.3333333333333333,25.0,0.2,3.3999999999999915,week3_day1_v1
8643,Sydney Swans,1,2010-03-27,2010,H,St Kilda Saints,3.3 7.5 9.8 13.10,88,5.0 9.0 13.4 15.6,96,L,-8,Accor Stadium,31330.0,13,10,15,6,Sydney Swans,St Kilda Saints,88,96,2010-03-27,-8,AWAY_WIN,0,7934,0.0,0.2,78.33333333333333,90.2,96.33333333333333,90.2,0,210.0,0.6666666666666666,0.6,69.33333333333333,76.2,61.666666666666664,63.2,0,182.0,0.475,0.5,0.025,40,-0.6666666666666666,9.0,-0.39999999999999997,14.0,week3_day1_v1
9849,W. Bulldogs,1,2010-03-28,2010,H,Collingwood Magpies,3.2 9.6 11.11 13.15,93,8.2 10.9 14.13 19.15,129,L,-36,Marvel Stadium,49000.0,13,15,19,15,W. Bulldogs,Collingwood Magpies,93,129,2010-03-28,-36,AWAY_WIN,0,321,0.6666666666666666,0.6,104.66666666666667,111.4,84.66666666666667,82.0,2,198.0,0.3333333333333333,0.4,60.666666666666664,71.0,92.66666666666667,86.8,0,190.0,0.5714285714285714,0.42857142857142855,0.0,14,0.3333333333333333,44.00000000000001,0.19999999999999996,40.400000000000006,week3_day1_v1
3208,Fremantle Dockers,1,2010-03-28,2010,H,Adelaide Crows,2.5 9.9 12.11 17.16,118,2.3 4.3 9.4 9.8,62,W,56,Domain Stadium,30976.0,17,16,9,8,Fremantle Dockers,Adelaide Crows,118,62,2010-03-28,56,HOME_WIN,1,3263,0.3333333333333333,0.4,86.33333333333333,91.0,102.66666666666667,98.6,0,211.0,0.6666666666666666,0.4,116.0,97.4,84.66666666666667,90.4,0,197.0,0.6,0.4,0.0,10,-0.3333333333333333,-29.66666666666667,0.0,-6.400000000000006,week3_day1_v1
6865,Port Adelaide Power,1,2010-03-28,2010,H,North Melbourne Kangaroos,5.4 10.10 11.15 13.18,96,2.1 4.2 7.5 12.10,82,W,14,AAMI Stadium,21205.0,13,18,12,10,Port Adelaide Power,North Melbourne Kangaroos,96,82,2010-03-28,14,HOME_WIN,1,6423,0.0,0.2,75.33333333333333,84.2,99.66666666666667,103.6,0,211.0,0.6666666666666666,0.5,88.66666666666667,85.2,79.33333333333333,87.8,1,211.0,0.2,0.8,0.0,15,-0.6666666666666666,-13.333333333333343,-0.3,-1.0,week3_day1_v1
831,Brisbane Lions,2,2010-04-01,2010,H,Carlton Blues,4.3 8.3 10.7 16.11,107,2.6 3.11 10.14 12.16,88,W,19,The Gabba,36780.0,16,11,12,16,Brisbane Lions,Carlton Blues,107,88,2010-04-01,19,HOME_WIN,1,1008,0.6666666666666666,0.6,93.66666666666667,94.4,97.66666666666667,97.4,1,5.0,0.3333333333333333,0.6,109.33333333333333,120.4,117.0,102.8,1,7.0,0.5263157894736842,0.47368421052631576,0.0,19,0.3333333333333333,-15.666666666666657,0.0,-26.0,week3_day1_v1
8051,St Kilda Saints,2,2010-04-03,2010,H,north melbourne kangaroos,8.1 11.3 16.4 23.5,143,0.0 2.3 5.3 6.3,39,W,104,Marvel Stadium,32006.0,23,5,6,3,St Kilda Saints,north melbourne kangaroos,143,39,2010-04-03,104,HOME_WIN,1,14852,0.6666666666666666,0.8,74.66666666666667,83.6,73.66666666666667,68.0,1,7.0,0.6666666666666666,0.6,90.0,87.6,76.33333333333333,97.4,1,223.0,0.75,0.25,0.0,4,0.0,-15.333333333333329,0.20000000000000007,-4.0,week3_day1_v1
2020,Collingwood Magpies,2,2010-04-03,2010,H,Melbourne Demons,2.2 7.5 10.10 12.14,86,4.5 6.6 9.11 12.13,85,W,1,Melbourne Cricket Ground,50421.0,12,14,12,13,Collingwood Magpies,Melbourne Demons,86,85,2010-04-03,1,HOME_WIN,1,2139,0.6666666666666666,0.4,86.33333333333333,77.4,97.0,94.2,1,6.0,0.0,0.2,74.66666666666667,82.4,128.0,114.2,0,7.0,0.5294117647058824,0.47058823529411764,0.0,34,0.6666666666666666,11.666666666666657,0.2,-5.0,week3_day1_v1
9255,West Coast Eagles,2,2010-04-03,2010,H,Port Adelaide Power,2.2 5.6 9.11 12.14,86,4.5 7.8 7.10 13.11,89,L,-3,Domain Stadium,37010.0,12,14,13,11,West Coast Eagles,Port Adelaide Power,86,89,2010-04-03,-3,AWAY_WIN,0,8570,0.6666666666666666,0.8,94.33333333333333,96.0,79.66666666666667,80.8,1,218.0,0.3333333333333333,0.2,85.0,79.2,86.66666666666667,99.4,1,6.0,0.3125,0.6875,0.0,16,0.3333333333333333,9.333333333333329,0.6000000000000001,16.799999999999997,week3_day1_v1
235, Adelaide Crows ,2,2010-04-04,2010,H,Sydney Swans,2.3 4.5 8.7 11.9,75,4.3 11.4 14.9 18.10,118,L,-43,AAMI Stadium,36041.0,11,9,18,10, Adelaide Crows ,Sydney Swans,75,118,2010-04-04,-43,AWAY_WIN,0,13271,0.6666666666666666,0.8,118.66666666666667,114.6,69.0,67.6,2,212.0,0.0,0.2,78.66666666666667,89.2,97.66666666666667,90.6,0,8.0,0.7857142857142857,0.21428571428571427,0.0,14,0.6666666666666666,40.0,0.6000000000000001,25.39999999999999,week3_day1_v1
2630,	Essendon Bombers,2,2010-04-04,2010,H,Fremantle Dockers,3.4 6.10 9.13 9.15,69,3.2 6.6 11.10 17.11,113,L,-44,Marvel Stadium,29651.0,9,15,17,11,	Essendon Bombers,Fremantle Dockers,69,113,2010-04-04,-44,AWAY_WIN,0,2696,0.6666666666666666,0.6,111.33333333333333,111.2,95.0,98.0,0,252.0,0.6666666666666666,0.6,104.33333333333333,98.6,81.0,88.8,1,7.0,,,,0,0.0,7.0,0.0,12.600000000000009,week3_day1_v1
7453,Richmond Tigers,2,2010-04-04,2010,H,Western Bulldogs,2.0 4.5 6.6 7.6,48,6.2 9.6 14.11 17.18,120,L,-72,Melbourne Cricket Ground,27358.0,7,6,17,18,Richmond Tigers,Western Bulldogs,48,120,2010-04-04,-72,AWAY_WIN,0,6913,0.0,0.2,56.0,64.4,132.33333333333334,120.4,0,10.0,0.3333333333333333,0.4,78.33333333333333,79.6,77.33333333333333,84.4,0,198.0,0.3333333333333333,0.6666666666666666,0.0,18,-0.3333333333333333,-22.33333333333333,-0.2,-15.199999999999989,week3_day1_v1
5078,Hawthorn Hawks,2,2010-04-05,2010,H,Geelong Cats,6.4 9.9 11.10 13.13,91,4.2 5.9 10.12 14.16,100,L,-9,Melbourne Cricket Ground,68628.0,13,13,14,16,Hawthorn Hawks,Geelong Cats,91,100,2010-04-05,-9,AWAY_WIN,0,4890,0.3333333333333333,0.2,94.33333333333333,87.0,90.33333333333333,93.2,1,9.0,1.0,1.0,108.33333333333333,103.0,69.66666666666667,69.0,5,10.0,0.6666666666666666,0.3333333333333333,0.0,36,-0.6666666666666667,-14.0,-0.8,-16.0,week3_day1_v1
8052,St Kilda Saints,3,2010-04-09,2010,H,Collingwood Magpies,2.2 4.5 6.6 10.9,69,1.4 4.8 4.14 4.17,41,W,28,Marvel Stadium,49669.0,10,9,4,17,St Kilda Saints,Collingwood Magpies,69,41,2010-04-09,28,HOME_WIN,1,7441,0.6666666666666666,0.8,102.33333333333333,89.4,69.0,62.4,2,6.0,0.6666666666666666,0.6,87.33333333333333,79.4,99.33333333333333,91.2,2,6.0,0.3333333333333333,0.6666666666666666,0.0,36,0.0,15.0,0.20000000000000007,10.0,week3_day1_v1
6867,Port Adelaide Power,3,2010-04-10,2010,H,brisbane lions,1.4 3.11 6.12 11.15,81,5.5 10.8 14.9 16.12,108,L,-27,AAMI Stadium,23306.0,11,15,16,12,Port Adelaide Power,brisbane lions,81,108,2010-04-10,-27,AWAY_WIN,0,14688,0.6666666666666666,0.4,84.0,82.2,79.66666666666667,93.4,2,7.0,0.5,0.3,90.33333333333333,89.0,90.33333333333333,94.8,1,224.0,1.0,0.0,0.0,1,0.16666666666666663,-6.333333333333329,0.10000000000000003,-6.799999999999997,week3_day1_v1
8645,Sydney Swans,3,2010-04-10,2010,H,richmond tigers,6.4 10.6 13.13 16.15,111,0.4 1.8 4.10 7.14,56,W,55,Sydney Cricket Ground,28414.0,16,15,7,14,Sydney Swans,richmond tigers,111,56,2010-04-10,55,HOME_WIN,1,14941,0.3333333333333333,0.2,99.33333333333333,88.2,90.33333333333333,92.0,1,6.0,0.3333333333333333,0.2,90.0,92.0,98.66666666666667,102.4,1,258.0,0.75,0.25,0.0,4,0.0,9.333333333333329,0.0,-3.799999999999997,week3_day1_v1
1428,Carlton Blues,3,2010-04-10,2010,H,Essendon Bombers,4.5 6.6 7.12 10.15,75,4.2 7.10 9.12 13.17,95,L,-20,"Melbourne Cricket Ground
",71006.0,10,15,13,17,Carlton Blues,Essendon Bombers,75,95,2010-04-10,-20,AWAY_WIN,0,3479,0.3333333333333333,0.4,104.0,113.8,94.0,110.8,0,9.0,0.3333333333333333,0.5,93.33333333333333,95.4,130.0,117.0,0,15.0,0.4090909090909091,0.5681818181818182,0.022727272727272728,44,0.0,10.666666666666671,-0.09999999999999998,18.39999999999999,week3_day1_v1
5684,North Melbourne Kangaroos,3,2010-04-10,2010,H,West Coast Eagles,6.1 10.6 15.11 17.14,116,6.5 7.5 12.6 13.13,91,W,25,Marvel Stadium,18394.0,17,14,13,13,North Melbourne Kangaroos,West Coast Eagles,116,91,2010-04-10,25,HOME_WIN,1,5405,0.3333333333333333,0.4,75.0,84.6,91.0,90.0,0,13.0,0.3333333333333333,0.6,86.33333333333333,94.2,85.33333333333333,85.0,0,7.0,0.5,0.5,0.0,32,0.0,-11.333333333333329,-0.19999999999999996,-9.600000000000009,week3_day1_v1
3210,Fremantle Dockers,3,2010-04-11,2010,H,geelong cats,3.6 9.8 12.12 18.17,125,4.4 8.10 14.14 17.16,118,W,7,Domain Stadium,38762.0,18,17,17,16,Fremantle Dockers,geelong cats,125,118,2010-04-11,7,HOME_WIN,1,14173,0.6666666666666666,0.6,95.0,98.0,75.0,87.8,2,7.0,0.6666666666666666,0.8,108.0,111.6,89.66666666666667,84.0,0,280.0,0.6,0.4,0.0,5,0.0,-13.0,-0.20000000000000007,-13.599999999999994,week3_day1_v1
9851,W. Bulldogs,3,2010-04-11,2010,H,Hawthorn Hawks,2.4 6.5 8.14 14.16,100,3.3 5.7 8.9 12.12,84,W,16,Marvel Stadium,35933.0,14,16,12,12,W. Bulldogs,Hawthorn Hawks,100,84,2010-04-11,16,HOME_WIN,1,323,0.6666666666666666,0.4,103.33333333333333,103.4,93.66666666666667,98.8,0,14.0,0.3333333333333333,0.2,102.33333333333333,84.6,92.33333333333333,89.0,0,6.0,0.5,0.4444444444444444,0.05555555555555555,18,0.3333333333333333,1.0,0.2,18.80000000000001,week3_day1_v1
6271,Melbourne Demons,3,2010-04-11,2010,H,Adelaide Crows,1.5 1.8 5.11 7.15,57,2.5 4.9 5.10 5.11,41,W,16,Melbourne Cricket Ground,23335.0,7,15,5,11,Melbourne Demons,Adelaide Crows,57,41,2010-04-11,16,HOME_WIN,1,5916,0.0,0.2,71.0,87.2,105.66666666666667,106.8,0,8.0,0.3333333333333333,0.4,105.33333333333333,100.2,101.66666666666667,93.0,0,14.0,0.5,0.5,0.0,12,-0.3333333333333333,-34.33333333333333,-0.2,-13.0,week3_day1_v1
9257,West Coast Eagles,4,2010-04-16,2010,H,Essendon Bombers,5.5 11.8 13.10 15.11,101,5.1 5.5 6.7 11.12,78,W,23,Domain Stadium,38676.0,15,11,11,12,West Coast Eagles,Essendon Bombers,101,78,2010-04-16,23,HOME_WIN,1,8572,0.3333333333333333,0.4,100.66666666666667,92.0,83.33333333333333,88.8,0,6.0,0.3333333333333333,0.6,86.33333333333333,97.0,122.0,114.6,1,6.0,0.36363636363636365,0.6363636363636364,0.0,33,0.0,14.333333333333343,-0.19999999999999996,-5.0,week3_day1_v1
833,Brisbane Lions,4,2010-04-17,2010,H,Western Bulldogs,2.5 4.11 10.18 13.23,101,2.4 9.5 11.6 12.7,79,W,22,The Gabba,33323.0,13,23,12,7,Brisbane Lions,Western Bulldogs,101,79,2010-04-17,22,HOME_WIN,1,1009,0.6666666666666666,0.8,92.33333333333333,99.0,92.33333333333333,94.6,2,16.0,0.3333333333333333,0.6,85.0,91.4,68.0,72.8,1,13.0,0.375,0.625,0.0,8,0.3333333333333333,7.333333333333329,0.20000000000000007,7.599999999999994,week3_day1_v1
237, Adelaide Crows ,4,2010-04-17,2010,H,Carlton Blues,2.7 3.9 4.15 6.19,55,5.1 10.4 12.5 16.7,103,L,-48,AAMI Stadium,38321.0,6,19,16,7, Adelaide Crows ,Carlton Blues,55,103,2010-04-17,-48,AWAY_WIN,0,13273,0.6666666666666666,0.6,121.0,112.6,78.66666666666667,77.4,0,13.0,0.3333333333333333,0.2,94.33333333333333,98.2,88.66666666666667,110.6,0,7.0,0.75,0.25,0.0,8,0.3333333333333333,26.66666666666667,0.39999999999999997,14.399999999999991,week3_day1_v1
2022,Collingwood Magpies,4,2010-04-17,2010,H,Hawthorn Hawks,5.3 10.6 12.17 17.21,123,1.4 2.8 4.9 8.11,59,W,64,Melbourne Cricket Ground,67668.0,17,21,8,11,Collingwood Magpies,Hawthorn Hawks,123,59,2010-04-17,64,HOME_WIN,1,2141,0.6666666666666666,0.6,85.33333333333333,77.2,82.33333333333333,89.0,0,8.0,0.3333333333333333,0.2,97.33333333333333,91.6,87.0,94.2,0,6.0,0.3235294117647059,0.6764705882352942,0.0,34,0.3333333333333333,-12.0,0.39999999999999997,-14.399999999999991,week3_day1_v1
5685,North Melbourne Kangaroos,4,2010-04-17,2010,H,Sydney Swans,3.4 6.7 8.11 8.12,60,3.2 6.6 11.11 14.16,100,L,-40,Marvel Stadium,23646.0,8,12,14,16,North Melbourne Kangaroos,Sydney Swans,60,100,2010-04-17,-40,AWAY_WIN,0,5406,0.6666666666666666,0.6,89.66666666666667,92.8,84.66666666666667,85.0,1,7.0,0.6666666666666666,0.4,105.66666666666667,93.0,75.66666666666667,84.8,2,7.0,0.5,0.4722222222222222,0.027777777777777776,36,0.0,-16.0,0.19999999999999996,-0.20000000000000284,week3_day1_v1
8053,St Kilda Saints,4,2010-04-18,2010,H,fremantle dockers,4.2 7.4 12.7 16.12,108,4.3 7.4 12.6 14.9,93,W,15,Marvel Stadium,29814.0,16,12,14,9,St Kilda Saints,fremantle dockers,108,93,2010-04-18,15,HOME_WIN,1,14853,1.0,0.8,102.66666666666667,87.2,56.0,60.2,3,9.0,0.3333333333333333,0.4,90.0,85.6,95.66666666666667,89.6,0,316.0,0.0,1.0,0.0,1,0.6666666666666667,12.666666666666671,0.4,1.6000000000000085,week3_day1_v1
3810,Geelong Cats,4,2010-04-18,2010,H,Port Adelaide Power,5.3 8.7 19.14 23.21,159,3.2 7.3 8.3 10.4,64,W,95,GMHBA Stadium,25579.0,23,21,10,4,Geelong Cats,Port Adelaide Power,159,64,2010-04-18,95,HOME_WIN,1,3812,1.0,1.0,101.66666666666667,104.2,84.33333333333333,76.4,6,13.0,0.6666666666666666,0.4,88.66666666666667,85.0,92.0,90.8,0,8.0,0.6470588235294118,0.29411764705882354,0.058823529411764705,17,0.33333333333333337,13.0,0.6,19.200000000000003,week3_day1_v1
7455,Richmond Tigers,4,2010-04-18,2010,H,Melbourne Demons,5.2 7.7 7.9 11.12,78,8.1 8.7 15.11 20.13,133,L,-55,Melbourne Cricket Ground,42594.0,11,12,20,13,Richmond Tigers,Melbourne Demons,78,133,2010-04-18,-55,AWAY_WIN,0,6915,0.0,0.0,52.333333333333336,56.8,121.66666666666667,128.0,0,14.0,0.3333333333333333,0.2,67.66666666666667,73.2,81.33333333333333,102.2,1,7.0,0.5405405405405406,0.4594594594594595,0.0,37,-0.3333333333333333,-15.333333333333336,-0.2,-16.400000000000006,week3_day1_v1
9853,W. Bulldogs,5,2010-04-23,2010,H,adelaide crows,4.3 10.5 15.11 18.13,121,4.4 7.5 8.9 10.12,72,W,49,Marvel Stadium,26884.0,18,13,10,12,W. Bulldogs,adelaide crows,121,72,2010-04-23,49,HOME_WIN,1,999,0.6666666666666666,0.6,100.0,101.4,89.66666666666667,93.4,1,12.0,0.3333333333333333,0.4,76.0,85.2,86.33333333333333,89.0,0,607.0,1.0,0.0,0.0,3,0.3333333333333333,24.0,0.19999999999999996,16.200000000000003,week3_day1_v1
6273,Melbourne Demons,5,2010-04-24,2010,H,Brisbane Lions,4.2 9.6 12.7 15.13,103,2.3 3.6 7.9 7.11,53,W,50,Melbourne Cricket Ground,36396.0,15,13,7,11,Melbourne Demons,Brisbane Lions,103,53,2010-04-24,50,HOME_WIN,1,5918,0.6666666666666666,0.4,91.66666666666667,80.6,68.33333333333333,87.2,2,6.0,1.0,0.8,107.33333333333333,97.8,83.0,92.0,3,7.0,0.3333333333333333,0.6666666666666666,0.0,12,-0.33333333333333337,-15.666666666666657,-0.4,-17.200000000000003,week3_day1_v1
6869,Port Adelaide Power,5,2010-04-24,2010,H,St Kilda Saints,0.5 2.7 4.11 7.12,54,3.2 4.4 6.5 6.8,44,W,10,AAMI Stadium,23355.0,7,12,6,8,Port Adelaide Power,St Kilda Saints,54,44,2010-04-24,10,HOME_WIN,1,6425,0.3333333333333333,0.4,78.0,79.4,117.66666666666667,101.2,0,6.0,1.0,0.8,106.66666666666667,96.8,57.666666666666664,68.2,4,6.0,0.6,0.4,0.0,15,-0.6666666666666667,-28.66666666666667,-0.4,-17.39999999999999,week3_day1_v1
8647,Sydney Swans,5,2010-04-24,2010,H,West Coast Eagles,3.3 7.8 11.9 17.13,115,2.2 4.4 6.7 9.9,63,W,52,Sydney Cricket Ground,28422.0,17,13,9,9,Sydney Swans,West Coast Eagles,115,63,2010-04-24,52,HOME_WIN,1,7937,1.0,0.6,109.66666666666667,101.8,63.666666666666664,77.4,3,7.0,0.3333333333333333,0.4,92.66666666666667,90.2,94.33333333333333,90.0,1,8.0,0.53125,0.46875,0.0,32,0.6666666666666667,17.0,0.19999999999999996,11.599999999999994,week3_day1_v1
2023,Collingwood Magpies,5,2010-04-25,2010,H,Essendon Bombers,7.5 11.8 17.9 18.12,120,0.3 4.4 6.5 8.7,55,W,65,Melbourne Cricket Ground,90070.0,18,12,8,7,Collingwood Magpies,Essendon Bombers,120,55,2010-04-25,65,HOME_WIN,1,2142,0.6666666666666666,0.6,83.33333333333333,85.2,71.0,85.2,1,8.0,0.3333333333333333,0.4,89.0,90.6,100.33333333333333,113.2,0,9.0,0.4318181818181818,0.5454545454545454,0.022727272727272728,44,0.3333333333333333,-5.666666666666671,0.19999999999999996,-5.3999999999999915,week3_day1_v1
3212,Fremantle Dockers,5,2010-04-25,2010,H,Richmond Tigers,1.5 4.12 10.19 15.22,112,6.1 6.4 9.5 11.7,73,W,39,Domain Stadium,38010.0,15,22,11,7,Fremantle Dockers,Richmond Tigers,112,73,2010-04-25,39,HOME_WIN,1,3266,1.0,0.8,118.66666666666667,110.2,83.0,86.0,3,14.0,0.0,0.0,63.333333333333336,58.8,124.33333333333333,130.0,0,7.0,0.35,0.65,0.0,20,1.0,55.333333333333336,0.8,51.400000000000006,week3_day1_v1
5081,Hawthorn Hawks,5,2010-04-25,2010,H,North Melbourne Kangaroos,3.1 5.4 7.9 10.10,70,4.4 6.5 9.6 12.10,82,L,-12,UTAS Stadium,16301.0,10,10,12,10,Hawthorn Hawks,North Melbourne Kangaroos,70,82,2010-04-25,-12,AWAY_WIN,0,4891,0.0,0.2,78.0,90.0,107.66666666666667,100.0,0,8.0,0.3333333333333333,0.4,86.0,80.2,95.66666666666667,92.8,0,8.0,0.5454545454545454,0.4318181818181818,0.022727272727272728,44,-0.3333333333333333,-8.0,-0.2,9.799999999999997,week3_day1_v1
1430,Carlton Blues,5,2010-04-26,2010,H,Geelong Cats,4.3 10.8 12.13 15.14,104,3.4 5.7 7.10 9.14,68,W,36,Melbourne Cricket Ground,71399.0,15,14,9,14,Carlton Blues,Geelong Cats,104,68,2010-04-26,36,HOME_WIN,1,1580,0.3333333333333333,0.4,88.66666666666667,98.0,85.66666666666667,86.4,1,9.0,1.0,1.0,128.0,116.8,83.0,72.8,7,8.0,0.4857142857142857,0.5142857142857142,0.0,35,-0.6666666666666667,-39.33333333333333,-0.6,-18.799999999999997,week3_day1_v1
9854,W. Bulldogs,6,2010-04-30,2010,H,St Kilda Saints,2.2 3.7 6.8 6.10,46,1.2 2.3 4.3 7.7,49,L,-3,Marvel Stadium,43072.0,6,10,7,7,W. Bulldogs,St Kilda Saints,46,49,2010-04-30,-3,AWAY_WIN,0,325,0.6666666666666666,0.8,104.66666666666667,106.2,95.0,87.4,2,7.0,0.6666666666666666,0.8,73.66666666666667,92.0,62.666666666666664,63.0,0,6.0,0.7368421052631579,0.2631578947368421,0.0,19,0.0,31.0,0.0,14.200000000000003,week3_day1_v1
239, Adelaide Crows ,6,2010-05-01,2010,H,Port Adelaide Power,4.2 7.7 9.10 10.14,74,4.1 6.4 8.9 14.13,97,L,-23,AAMI Stadium,40371.0,10,14,14,13, Adelaide Crows ,Port Adelaide Power,74,97,2010-05-01,-23,AWAY_WIN,0,13275,0.3333333333333333,0.4,98.66666666666667,97.2,97.0,85.6,0,14.0,0.3333333333333333,0.6,66.33333333333333,76.8,103.66666666666667,95.8,1,7.0,0.5,0.5,0.0,12,0.0,32.33333333333334,-0.19999999999999996,20.400000000000006,week3_day1_v1
2634,Essendon Bombers,6,2010-05-01,2010,H,Hawthorn Hawks,5.4 7.6 11.9 15.16,106,1.5 5.8 9.9 9.9,63,W,43,Melbourne Cricket Ground,61006.0,15,16,9,9,Essendon Bombers,Hawthorn Hawks,106,63,2010-05-01,43,HOME_WIN,1,2721,0.3333333333333333,0.2,76.0,78.4,98.66666666666667,117.4,0,6.0,0.0,0.2,71.0,84.2,101.66666666666667,93.2,0,6.0,0.55,0.45,0.0,40,0.3333333333333333,5.0,0.0,-5.799999999999997,week3_day1_v1
5687,North Melbourne Kangaroos,6,2010-05-01,2010,H,Melbourne Demons,3.3 8.7 10.12 15.14,104,2.1 3.3 9.4 12.6,78,W,26,Marvel Stadium,26763.0,15,14,12,6,North Melbourne Kangaroos,Melbourne Demons,104,78,2010-05-01,26,HOME_WIN,1,5408,0.6666666666666666,0.6,86.0,82.2,87.0,84.8,1,6.0,1.0,0.6,97.66666666666667,87.8,57.333333333333336,75.0,3,7.0,0.5714285714285714,0.42857142857142855,0.0,42,-0.33333333333333337,-11.666666666666671,0.0,-5.599999999999994,week3_day1_v1
